sample_id,task_id,condition,mode,layer,head,token_index,left_token_id,right_token_id,cosine_similarity,instruction_entropy,kl_instruction_to_lora,kl_lora_to_instruction,lora_entropy
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,30,2363,2363,0.07148972898721695,2.1675562858581543,6.758573532104492,3.1935949325561523,3.0309760570526123
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,31,4036,4036,0.0636051818728447,1.4126964807510376,4.845039367675781,3.9084081649780273,2.7387642860412598
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,32,24716,24716,0.13540562987327576,2.0962612628936768,4.890402793884277,2.5880041122436523,3.2891976833343506
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,33,2802,2802,0.09914179146289825,1.6230850219726562,3.9042744636535645,3.3162360191345215,3.0160412788391113
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,34,81823,81823,0.24231630563735962,2.2261886596679688,3.3222291469573975,2.19661021232605,3.4999451637268066
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,35,48,48,0.21856476366519928,0.6380081176757812,1.3220462799072266,4.118351936340332,1.939934253692627
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,36,323,323,0.015925748273730278,0.2162879854440689,0.6060905456542969,8.949268341064453,0.9623450636863708
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,37,14765,14765,0.25964558124542236,2.3039727210998535,1.992796540260315,2.08254075050354,3.5593559741973877
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,38,81823,81823,0.23469670116901398,2.018479824066162,1.5696079730987549,2.351219415664673,3.509298801422119
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,39,48,48,0.21310101449489594,0.4291359484195709,0.3069383203983307,4.8995819091796875,1.8107430934906006
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,40,304,304,0.6630411744117737,0.2115454226732254,0.10762888938188553,4.557056427001953,1.3261909484863281
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,41,279,279,0.3418309986591339,0.0020474018529057503,0.00044459410128183663,11.007583618164062,0.24160686135292053
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,42,3723,3723,0.13222697377204895,0.9560593962669373,0.21909445524215698,4.237575531005859,2.5739903450012207
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,43,4273,4273,0.13741236925125122,0.9295278191566467,0.19473274052143097,4.060487270355225,2.7809932231903076
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,44,1174,1174,0.24628131091594696,0.7051846981048584,0.04064834862947464,3.3054728507995605,2.8162310123443604
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,0,45,264,264,0.026600699871778488,0.01081155240535736,0.0011642912868410349,11.55072021484375,0.7150149941444397
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,0,37,37,9.453683560423087e-06,0.41803646087646484,27.20249366760254,11.396759033203125,0.41664814949035645
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,1,82276,82276,0.00021486399054992944,1.239337682723999,26.32101821899414,8.249939918518066,1.2361446619033813
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,2,12711,12711,0.00014407190610654652,1.2574125528335571,26.329469680786133,9.009021759033203,1.2615597248077393
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,3,50697,50697,0.0001726467744447291,1.1986206769943237,26.31849479675293,9.412874221801758,1.1837198734283447
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,4,430,430,4.624787834472954e-06,1.0228520631790161,26.592235565185547,12.63963508605957,1.0172406435012817
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,5,81823,81823,0.000247370102442801,1.2753117084503174,26.293771743774414,8.770427703857422,1.2701499462127686
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,6,48,48,5.0132097385358065e-05,0.4063724875450134,27.17742347717285,9.763581275939941,0.3530008792877197
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,7,279,279,3.4743943615467288e-06,1.052696943283081,26.6044864654541,13.635724067687988,1.0496797561645508
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,8,2363,2363,6.963392706893501e-07,0.5992155075073242,26.995746612548828,15.856358528137207,0.587604820728302
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,9,574,574,2.6533566597208846e-06,1.045029878616333,26.617603302001953,13.659233093261719,1.0483437776565552
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,10,264,264,2.101748350469279e-06,0.9453879594802856,26.649892807006836,13.21671199798584,0.9411707520484924
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,11,330,330,5.50868298887508e-06,0.7738978862762451,26.820859909057617,12.321663856506348,0.7824128270149231
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,12,78856,78856,0.000338594923960045,1.2499303817749023,26.145919799804688,8.862401008605957,1.2184301614761353
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,13,81823,81823,0.00015763394185341895,1.359656572341919,26.24051284790039,9.128259658813477,1.3590682744979858
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,14,48,48,6.49075154797174e-05,0.4138409495353699,27.17439079284668,9.63872241973877,0.37408801913261414
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,15,73944,73944,0.0001410576660418883,1.1757986545562744,26.428382873535156,11.487283706665039,1.183534860610962
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,16,330,330,1.2861170262112864e-07,0.6960082054138184,26.98535919189453,16.501033782958984,0.6888766884803772
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,17,662,662,1.3434809886803123e-07,0.9112319946289062,26.706283569335938,15.788034439086914,0.903014600276947
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,18,1283,1283,1.3069687554434495e-07,0.2213808298110962,27.357675552368164,15.881691932678223,0.22543714940547943
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,19,3010,3010,7.281159469130216e-06,0.5647525191307068,27.10172462463379,11.936271667480469,0.565043032169342
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,20,1200,1200,0.00011414505570428446,1.1289137601852417,26.44550895690918,11.080892562866211,1.1241811513900757
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,21,1619,1619,0.0011138536501675844,1.4235848188400269,26.127243041992188,7.597147464752197,1.423296570777893
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,22,430,430,2.520497582736425e-05,1.0430262088775635,26.625436782836914,10.645477294921875,1.0387837886810303
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,23,81823,81823,0.0014608881901949644,0.9490722417831421,19.721538543701172,8.251221656799316,1.2985767126083374
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,24,48,48,9.784430585568771e-05,0.2721235752105713,2.1506898403167725,13.09092903137207,0.35617291927337646
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,25,1174,1174,0.002608447801321745,0.02674604021012783,0.05904838442802429,12.061070442199707,1.1209602355957031
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,26,1418,1418,0.002741570118814707,0.01323540136218071,0.02005668729543686,13.65649127960205,0.6754397749900818
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,27,32284,32284,0.028861109167337418,0.09916253387928009,0.2188296616077423,9.840348243713379,1.0907641649246216
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,28,364,364,0.0054970853962004185,0.01018417626619339,0.014215231873095036,15.853557586669922,0.7206133604049683
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,29,82,82,0.09856466948986053,0.03066818043589592,0.042370714247226715,10.633221626281738,1.1119219064712524
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,30,2363,2363,0.03604913130402565,0.0068819839507341385,0.006152012851089239,14.897674560546875,0.8705089092254639
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,31,4036,4036,0.0030555000994354486,0.012277685105800629,0.014898768626153469,14.196670532226562,0.8633706569671631
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,32,24716,24716,0.007836597040295601,0.04350293055176735,0.06589210778474808,11.08797836303711,0.9181532263755798
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,33,2802,2802,0.0012478793505579233,0.014021426439285278,0.024287842214107513,14.043370246887207,0.9523531198501587
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,34,81823,81823,0.007296102587133646,0.0742001160979271,0.13080573081970215,10.591798782348633,1.101794719696045
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,35,48,48,0.06902574747800827,0.00934826023876667,0.007787436246871948,10.832239151000977,0.4362862706184387
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,36,323,323,0.16257025301456451,0.0012334896018728614,0.0004938956117257476,12.456758499145508,1.0982693433761597
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,37,14765,14765,0.06364600360393524,0.022057853639125824,0.006719958037137985,10.427969932556152,0.8296878933906555
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,38,81823,81823,0.11795777827501297,0.03508951514959335,0.01410073135048151,9.208170890808105,1.2120335102081299
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,39,48,48,0.2958846092224121,0.0067731160670518875,0.0021979473531246185,9.556862831115723,0.4753429591655731
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,40,304,304,0.03358977288007736,0.0036754345055669546,0.0029455532785505056,12.465246200561523,1.0529180765151978
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,41,279,279,0.010353629477322102,0.0019980603829026222,0.001461082138121128,14.577726364135742,1.0975583791732788
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,42,3723,3723,0.01668267324566841,0.009347178973257542,0.003205450251698494,14.816313743591309,0.6424300670623779
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,43,4273,4273,0.014986098743975163,0.0033281759824603796,0.00046814122470095754,13.258370399475098,0.8890405893325806
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,44,1174,1174,0.0028747422620654106,0.010650739073753357,0.0040091220289468765,13.307896614074707,0.9859243631362915
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,1,45,264,264,0.00801356416195631,0.003272921545431018,0.0016788754146546125,13.181275367736816,0.5873896479606628
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,0,37,37,2.0511076854745625e-06,0.17972688376903534,27.44679069519043,13.1694917678833,0.17348478734493256
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,1,82276,82276,1.971893510699374e-07,0.25223425030708313,27.37813377380371,15.700482368469238,0.24813516438007355
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,2,12711,12711,7.753757103046155e-08,0.2562010586261749,27.40791893005371,17.46673011779785,0.25382256507873535
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,3,50697,50697,0.07874559611082077,2.7647864818573,19.470125198364258,3.0727689266204834,2.5717451572418213
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,4,430,430,0.033939894288778305,2.3352577686309814,21.83657455444336,3.872380018234253,2.1717960834503174
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,5,81823,81823,3.295909846201539e-05,0.6222611665725708,26.89885711669922,12.031895637512207,0.6793406009674072
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,6,48,48,7.129101931013793e-08,0.05987098813056946,27.575075149536133,17.03098487854004,0.04703040421009064
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,7,279,279,0.013089822605252266,2.3293957710266113,22.592750549316406,4.374761581420898,2.1725475788116455
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,8,2363,2363,0.012259013019502163,2.3813300132751465,23.002853393554688,4.5035905838012695,2.253880262374878
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,9,574,574,0.016764415428042412,2.3944878578186035,22.526931762695312,4.148972034454346,2.272137403488159
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,10,264,264,0.050772856920957565,2.898402214050293,20.369192123413086,3.3295114040374756,2.733564615249634
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,11,330,330,0.051584020256996155,2.8675167560577393,19.656047821044922,2.8799195289611816,2.6190404891967773
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,12,78856,78856,0.08296165615320206,3.1708688735961914,18.31282615661621,2.650545358657837,2.932840585708618
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,13,81823,81823,2.798235982481856e-05,1.1082162857055664,26.468982696533203,11.162850379943848,1.1117910146713257
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,14,48,48,1.1082080391133786e-06,0.038892440497875214,27.622465133666992,13.70437240600586,0.03213275596499443
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,15,73944,73944,0.013040764257311821,2.5568671226501465,23.39305305480957,4.434471607208252,2.4674882888793945
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,16,330,330,0.03899778053164482,2.960933208465576,19.543481826782227,3.16381573677063,2.753957748413086
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,17,662,662,0.013423499651253223,2.5309739112854004,21.727413177490234,4.318227291107178,2.350067377090454
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,18,1283,1283,0.041567347943782806,2.761509895324707,21.033123016357422,3.6238861083984375,2.6729750633239746
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,19,3010,3010,0.06015973165631294,3.0838735103607178,19.791561126708984,3.1657378673553467,2.953555107116699
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,20,1200,1200,0.12411165237426758,2.6593005657196045,20.577739715576172,3.771038055419922,2.5713746547698975
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,21,1619,1619,4.313966655900003e-06,0.07595492154359818,27.593059539794922,12.357592582702637,0.07755060493946075
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,22,430,430,0.18169935047626495,3.0435006618499756,14.69379711151123,3.3362600803375244,2.889413833618164
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,23,81823,81823,0.0007250347407534719,0.38924339413642883,24.197038650512695,8.291813850402832,0.6940501928329468
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,24,48,48,0.00014480920799542218,0.027966121211647987,0.08466918766498566,17.654563903808594,0.03743074834346771
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,25,1174,1174,0.039752647280693054,2.1404242515563965,4.860730171203613,3.8871734142303467,2.413935661315918
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,26,1418,1418,0.045736562460660934,2.068434715270996,7.221568584442139,3.9906997680664062,2.569852113723755
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,27,32284,32284,0.04211203008890152,1.2869642972946167,2.6334519386291504,4.821650505065918,1.9328584671020508
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,28,364,364,0.10506074130535126,2.1883013248443604,5.215042591094971,3.1161694526672363,2.8666012287139893
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,29,82,82,0.0024844338186085224,0.020425423979759216,0.03133927285671234,13.191617965698242,0.2883826494216919
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,30,2363,2363,0.04002903774380684,1.5153172016143799,5.784650802612305,4.835663795471191,2.5947351455688477
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,31,4036,4036,0.032339174300432205,1.7608025074005127,5.437234401702881,4.552187442779541,2.6395010948181152
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,32,24716,24716,0.07265117019414902,1.9759318828582764,4.627681732177734,3.3190038204193115,3.0501866340637207
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,33,2802,2802,0.048190925270318985,1.2881064414978027,3.536921501159668,4.380399703979492,2.697695255279541
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,34,81823,81823,0.0033954100217670202,0.07328701764345169,0.0989454984664917,12.077261924743652,0.7514427304267883
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,35,48,48,0.023263854905962944,0.007941224612295628,0.008817586116492748,11.703309059143066,0.032669469714164734
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,0,2,36,323,323,0.07398074120283127,1.885035514831543,3.935922622680664,3.568575859069824,3.017364025115967
